--------- beginning of events
12-15 10:38:22.610   251   251 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
--------- beginning of system
12-15 10:38:28.884   254   254 I vold    : Vold 3.0 (the awakening) firing up
12-15 10:38:28.885   254   254 V vold    : Detected support for: exfat ext4 ntfs vfat
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /storage/usbotg
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /mnt/media_rw
12-15 10:38:29.201   254   264 V vold    : /system/bin/sgdisk
12-15 10:38:29.201   254   264 V vold    :     --android-dump
12-15 10:38:29.201   254   264 V vold    :     /dev/block/vold/disk:179_128
12-15 10:38:29.205   254   266 D vold    : e4crypt_init_user0
12-15 10:38:29.206   254   266 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 1
12-15 10:38:29.206   254   266 D vold    : Preparing: /data/system/users/0
12-15 10:38:29.208   254   266 D vold    : Preparing: /data/misc/profiles/cur/0
12-15 10:38:29.209   254   266 D vold    : Preparing: /data/misc/profiles/cur/0/foreign-dex
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/system_de/0
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/misc_de/0
12-15 10:38:29.211   254   266 D vold    : Preparing: /data/user_de/0
12-15 10:38:29.213   254   266 D vold    : e4crypt_unlock_user_key 0 serial=0 token_present=0
12-15 10:38:29.526   254   264 V vold    : DISK gpt CBC83FD9-4235-4453-8D69-6B98D2518C8B
12-15 10:38:29.526   254   264 V vold    : 
12-15 10:38:29.527   254   264 V vold    : PART 1 EBD0A0A2-B9E5-4433-87C0-68B6B72699C7 6364D990-56C9-45B7-991C-554740580B3D Microsoft basic data
12-15 10:38:29.527   254   264 V vold    : 
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:3): avc: denied { read write } for comm="logd.daemon" name="mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:4): avc: denied { open } for comm="logd.daemon" path="/dev/block/mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:5): avc: denied { write } for comm="surfaceflinger" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:6): avc: denied { open } for comm="surfaceflinger" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:7): avc: denied { write } for comm="cameraserver" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:8): avc: denied { open } for comm="cameraserver" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:9): avc: denied { read } for comm="nvram_daemon" name="boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:10): avc: denied { open } for comm="nvram_daemon" path="/sys/devices/virtual/BOOT/BOOT/boot/boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.625   294   294 I liblog  : 196
12-15 10:38:32.716   294   415 I liblog  : 115
12-15 10:38:33.070   293   293 I boot_progress_start: 12853
12-15 10:40:23.409   294  3971 I chatty  : uid=1041(audioserver) /system/bin/audioserver expire 350 lines
12-15 10:40:23.424  3932  3969 I MicrophoneInputStream: mic_started com.google.android.apps.gsa.speech.audio.ae@ef90ef0
12-15 10:40:24.098  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_PGA1_Set()
12-15 10:40:24.099  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_PGA2_Set()
12-15 10:40:24.108  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_open use sram
12-15 10:40:24.108  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_open return
12-15 10:40:23.440   294  3973 I chatty  : uid=1041(audioserver) /system/bin/audioserver expire 2 lines
12-15 10:40:24.108  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_hw_free
12-15 10:40:24.109  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_open use sram
12-15 10:40:24.109  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_open return
12-15 10:40:24.109  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_hw_params
12-15 10:40:24.109  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_hw_params mCaptureUseSram dma_bytes = 15360
12-15 10:40:24.109  3971  3971 W         : (0)[3971:AudioIn_1E]SetVULBuffer
12-15 10:40:24.109  3971  3971 W         : (0)[3971:AudioIn_1E]u4BufferSize = 15360 pucVirtBufAddr = e2ee0000 pucPhysBufAddr = 0x11221000
12-15 10:40:24.109  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_hw_params dma_bytes = 15360 dma_area = e2ee0000 dma_addr = 0x11221000
12-15 10:40:24.109  3971  3971 W         : -(0)[3971:AudioIn_1E]mtk_capture_pcm_trigger cmd = 1
12-15 10:40:24.109  3971  3971 W         : -(0)[3971:AudioIn_1E]mtk_capture_alsa_start
12-15 10:40:24.109  3971  3971 W         : -(0)[3971:AudioIn_1E]StartAudioCaptureHardware
12-15 10:40:24.111  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_Mic1_Mode_Select_Set()
12-15 10:40:24.111  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_Mic1_Mode_Select_Set() mAudio_Analog_Mic1_mode = 1
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_Mic2_Mode_Select_Set()
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_Mic2_Mode_Select_Set() mAudio_Analog_Mic2_mode = 1
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_MicSource1_Set()
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_MicSource1_Set() index = 0 done
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_ADC1_Set()
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]TurnOnADcPowerDCC ADCType = 13 enable = 1
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]MicbiasRef=0x0
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]TurnOnADcPowerDCC  AUDIO_MICSOURCE_MUX_IN_1 mux =0
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]SetDCcoupleNP MicBias= 0 mode = 1
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]SetMicPGAGain  AUDIO_ANALOG_VOLUME_MICAMP1 index =3
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_PreAmp1_Set()
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]AudioPreAmp1_Sel Mul_Sel = 1
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_PreAmp1_Set() done
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_PreAmp2_Set()
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]AudioPreAmp2_Sel Mul_Sel = 1
12-15 10:40:24.112  3971  3971 W         : (0)[3971:AudioIn_1E]Audio_PreAmp2_Set() done
12-15 10:40:23.474  3932  3957 W System  : ClassLoader referenced unknown path: /data/user/0/com.google.android.googlequicksearchbox/files/velour/jar_data/J6nyRzaEcBFvHYngIhANtXw_1.jar/lib
12-15 10:40:23.474  3932  3957 W System  : ClassLoader referenced unknown path: /system/priv-app/Velvet/lib/arm
12-15 10:40:24.186     0     0 E         : (1)[176:mtk charger_hv_][BATTERY] Disable check battery exist.
12-15 10:40:23.544  3932  3932 I MicroDetectionWorker: onReady
12-15 10:40:24.311     0     0 E         : (1)[3958:Non-User-Facing]Dump cpuinfo
12-15 10:40:24.311     0     0 E         : (1)[3958:Non-User-Facing]Dump cpuinfo
12-15 10:40:23.654  1066  1066 D wpa_supplicant: wlan0: Control interface command 'SIGNAL_POLL'
12-15 10:40:23.655  1066  1066 D wpa_supplicant: CTRL-DEBUG: global_ctrl_sock-sendto: sock=8 sndbuf=163840 outq=0 send_len=48
12-15 10:40:24.409    87    87 I (1)[87:hps_main]CPU3: shutdown
12-15 10:40:24.409    87    87 W         : (1)[87:hps_main][Power/hotplug] mt_cpu_kill, cpu: 3
12-15 10:40:24.410    87    87 W         : (1)[87:hps_main][HPS] (0200)(4)action end(24)(24)(0)(0) (4)(4)(4)(4)(1) (0)(0)(0) (1891)(13)(5) (0)(24)(13)(0)(24) wifi_base(0)
12-15 10:40:24.588    56    56 D (0)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 221000 KHz
12-15 10:40:24.968    56    56 D (0)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 1181mv, freq = 1248000 KHz
12-15 10:40:25.088    56    56 D (1)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 221000 KHz
12-15 10:40:25.116     0     0 W         : (2)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:25.116     0     0 W         : (2)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:25.116     0     0 W         : (1)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:25.117     0     0 W         : (0)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:25.117     0     0 W (0)[173:mtk-tpd]check sum: [c2] == [c2]?
12-15 10:40:25.117     0     0 W         : (0)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:25.117     0     0 W         : (0)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:25.117     0     0 W         : pPacket[1]=47 pPacket[2]=26 pPacket[3]=7f pPacket[4]=0
12-15 10:40:25.117     0     0 W         : pPacket[5]=0 pPacket[6]=0 pPacket[7]=c2
12-15 10:40:25.117     0     0 W         : (0)[173:mtk-tpd][x,y]=[1062,1919]
12-15 10:40:25.117     0     0 W         : (0)[173:mtk-tpd][delta_x,delta_y]=[0,0]
12-15 10:40:25.117     0     0 W (0)[173:mtk-tpd][_DrvFwCtrlSelfParsePacket]: [x,y]=[1062,1919]
12-15 10:40:25.117     0     0 W (0)[173:mtk-tpd][_DrvFwCtrlSelfParsePacket]: point[x,y]=[373,1199]
12-15 10:40:25.118     0     0 W         : (0)[173:mtk-tpd]tInfo->nFingerNum = 1...............
12-15 10:40:25.118     0     0 W         : (0)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchPressed() ***
12-15 10:40:25.118     0     0 W         : (0)[173:mtk-tpd]point touch pressed
12-15 10:40:25.118     0     0 W         : (0)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:25.128     0     0 W         : (2)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:25.128     0     0 W         : (2)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:25.128     0     0 W         : (1)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:25.129     0     0 W         : (1)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:25.129     0     0 W (1)[173:mtk-tpd]check sum: [c2] == [c2]?
12-15 10:40:25.129     0     0 W         : (1)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:25.129     0     0 W         : (1)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:25.129     0     0 W         : pPacket[1]=47 pPacket[2]=26 pPacket[3]=7f pPacket[4]=0
12-15 10:40:25.129     0     0 W         : pPacket[5]=0 pPacket[6]=0 pPacket[7]=c2
12-15 10:40:25.129     0     0 W         : (1)[173:mtk-tpd][x,y]=[1062,1919]
12-15 10:40:25.129     0     0 W         : (1)[173:mtk-tpd][delta_x,delta_y]=[0,0]
12-15 10:40:25.129     0     0 W (1)[173:mtk-tpd][_DrvFwCtrlSelfParsePacket]: [x,y]=[1062,1919]
12-15 10:40:25.129     0     0 W (1)[173:mtk-tpd][_DrvFwCtrlSelfParsePacket]: point[x,y]=[373,1199]
12-15 10:40:25.129     0     0 W         : (1)[173:mtk-tpd]tInfo->nFingerNum = 1...............
12-15 10:40:25.129     0     0 W         : (1)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchPressed() ***
12-15 10:40:25.130     0     0 W         : (1)[173:mtk-tpd]point touch pressed
12-15 10:40:25.130     0     0 W         : (1)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:25.140     0     0 W         : (1)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:25.140     0     0 W         : (1)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:25.140     0     0 W         : (0)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:25.141     0     0 W         : (2)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:25.141     0     0 W (2)[173:mtk-tpd]check sum: [c2] == [c2]?
12-15 10:40:25.141     0     0 W         : (2)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:25.141     0     0 W         : (2)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:25.141     0     0 W         : pPacket[1]=47 pPacket[2]=26 pPacket[3]=7f pPacket[4]=0
12-15 10:40:25.141     0     0 W         : pPacket[5]=0 pPacket[6]=0 pPacket[7]=c2
12-15 10:40:25.141     0     0 W         : (2)[173:mtk-tpd][x,y]=[1062,1919]
12-15 10:40:25.141     0     0 W         : (2)[173:mtk-tpd][delta_x,delta_y]=[0,0]
12-15 10:40:25.141     0     0 W (2)[173:mtk-tpd][_DrvFwCtrlSelfParsePacket]: [x,y]=[1062,1919]
12-15 10:40:25.141     0     0 W (2)[173:mtk-tpd][_DrvFwCtrlSelfParsePacket]: point[x,y]=[373,1199]
12-15 10:40:25.142     0     0 W         : (2)[173:mtk-tpd]tInfo->nFingerNum = 1...............
12-15 10:40:25.142     0     0 W         : (2)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchPressed() ***
12-15 10:40:25.142     0     0 W         : (2)[173:mtk-tpd]point touch pressed
12-15 10:40:25.142     0     0 W         : (2)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:25.148    56    56 D (2)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 364000 KHz
12-15 10:40:25.160     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:25.160     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:25.160     0     0 W         : (1)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:25.161     0     0 W (0)[173:mtk-tpd]check sum: [b4] == [b4]?
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:25.161     0     0 W         : pPacket[1]=ff pPacket[2]=ff pPacket[3]=ff pPacket[4]=ff
12-15 10:40:25.161     0     0 W         : pPacket[5]=ff pPacket[6]=ff pPacket[7]=b4
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd][x,y]=[4095,4095]
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd][delta_x,delta_y]=[4095,4095]
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd]touch end
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchReleased() ***
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd]point touch released
12-15 10:40:25.161     0     0 W         : (0)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:25.172     0     0 W         : (1)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:25.172     0     0 W         : (1)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:25.172     0     0 W         : (2)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:25.173     0     0 W (1)[173:mtk-tpd]check sum: [b4] == [b4]?
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:25.173     0     0 W         : pPacket[1]=ff pPacket[2]=ff pPacket[3]=ff pPacket[4]=ff
12-15 10:40:25.173     0     0 W         : pPacket[5]=ff pPacket[6]=ff pPacket[7]=b4
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd][x,y]=[4095,4095]
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd][delta_x,delta_y]=[4095,4095]
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd]touch end
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchReleased() ***
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd]point touch released
12-15 10:40:25.173     0     0 W         : (1)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:25.184     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:25.184     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:25.184     0     0 W         : (2)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:25.185     0     0 W (0)[173:mtk-tpd]check sum: [b4] == [b4]?
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:25.185     0     0 W         : pPacket[1]=ff pPacket[2]=ff pPacket[3]=ff pPacket[4]=ff
12-15 10:40:25.185     0     0 W         : pPacket[5]=ff pPacket[6]=ff pPacket[7]=b4
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd][x,y]=[4095,4095]
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd][delta_x,delta_y]=[4095,4095]
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd]touch end
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchReleased() ***
12-15 10:40:25.185     0     0 W         : (0)[173:mtk-tpd]point touch released
12-15 10:40:25.186     0     0 W         : (0)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:24.527  3932  3932 I MicroDetector: Keeping mic open: false
12-15 10:40:24.529  3932  3956 I DeviceStateChecker: DeviceStateChecker cancelled
12-15 10:40:24.529  3932  3957 I AudioController: internalShutdown
12-15 10:40:24.529  3932  3957 I MicrophoneInputStream: mic_close com.google.android.apps.gsa.speech.audio.ae@ef90ef0
12-15 10:40:24.530  3932  3967 I MicroRecognitionRunner: Stopping hotword detection.
12-15 10:40:25.208    56    56 D (2)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 494000 KHz
12-15 10:40:25.213  3971  3971 W         : (2)[3971:AudioIn_1E]Audio_Mic1_Mode_Select_Set()
12-15 10:40:25.213  3971  3971 W         : (2)[3971:AudioIn_1E]Audio_Mic1_Mode_Select_Set() mAudio_Analog_Mic1_mode = 1
12-15 10:40:25.213  3971  3971 W         : (2)[3971:AudioIn_1E]Audio_PreAmp1_Set()
12-15 10:40:25.213  3971  3971 W         : (2)[3971:AudioIn_1E]AudioPreAmp1_Sel Mul_Sel = 0
12-15 10:40:25.213  3971  3971 W         : (2)[3971:AudioIn_1E]Audio_PreAmp1_Set() done
12-15 10:40:25.214  3971  3971 W         : (2)[3971:AudioIn_1E]Audio_PreAmp2_Set()
12-15 10:40:25.214  3971  3971 W         : (2)[3971:AudioIn_1E]AudioPreAmp2_Sel Mul_Sel = 0
12-15 10:40:25.214  3971  3971 W         : (2)[3971:AudioIn_1E]Audio_PreAmp2_Set() done
12-15 10:40:25.214  3971  3971 W         : (2)[3971:AudioIn_1E]Audio_ADC1_Set()
12-15 10:40:25.214  3971  3971 W         : (2)[3971:AudioIn_1E]TurnOnADcPowerDCC ADCType = 13 enable = 0
12-15 10:40:25.215    87    87 I (1)[87:hps_main]CPU2: shutdown
12-15 10:40:25.215    87    87 W         : (1)[87:hps_main][Power/hotplug] mt_cpu_kill, cpu: 2
12-15 10:40:25.217    87    87 W         : (1)[87:hps_main][HPS] (0200)(3)action end(242)(317)(0)(0) (4)(4)(4)(4)(1) (282)(8)(0) (699)(8)(0) (0)(317)(8)(0)(317) wifi_base(0)
12-15 10:40:25.228    56    56 D (0)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 1181mv, freq = 1248000 KHz
12-15 10:40:25.230  3971  3971 W         : -(0)[3971:AudioIn_1E]mtk_capture_pcm_trigger cmd = 0
12-15 10:40:25.230  3971  3971 W         : -(0)[3971:AudioIn_1E]mtk_capture_alsa_stop
12-15 10:40:25.230  3971  3971 W         : -(0)[3971:AudioIn_1E]StopAudioCaptureHardware
12-15 10:40:25.236  3971  3971 W         : (0)[3971:AudioIn_1E]mtk_capture_pcm_hw_free
12-15 10:40:24.608   294  1221 I chatty  : uid=1041(audioserver) Binder:294_2 expire 3 lines
12-15 10:40:24.610  1066  1066 D wpa_supplicant: RTM_NEWLINK: ifi_index=15 ifname=wlan0 wext ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
12-15 10:40:24.610  1066  1066 D wpa_supplicant: nl80211: Event message available
12-15 10:40:24.610  1066  1066 D wpa_supplicant: nl80211: Ignored event (cmd=34) for foreign interface (ifindex 15 wdev 0x0)
12-15 10:40:24.610  1066  1066 D wpa_supplicant: nl80211: Drv Event 34 (NL80211_CMD_NEW_SCAN_RESULTS) received for wlan0
12-15 10:40:24.610  1066  1066 D wpa_supplicant: wlan0: nl80211: New scan results available
12-15 10:40:24.610  1066  1066 D wpa_supplicant: nl80211: Scan probed for SSID ''
12-15 10:40:24.610  1066  1066 D wpa_supplicant: nl80211: Scan included frequencies: 2452
12-15 10:40:24.610  1066  1066 D wpa_supplicant: wlan0: Event SCAN_RESULTS (3) received
12-15 10:40:24.610  1066  1066 D wpa_supplicant: wlan0: Scan completed in 3.943996 seconds
12-15 10:40:24.610  1066  1066 D wpa_supplicant: nl80211: Associated on 2452 MHz
12-15 10:40:24.611  1066  1066 D wpa_supplicant: nl80211: Associated with e4:8d:8c:c4:f6:e6
12-15 10:40:24.611  1066  1066 D wpa_supplicant: nl80211: Received scan results (6 BSSes)
12-15 10:40:24.611  1066  1066 D wpa_supplicant: nl80211: Scan results indicate BSS status with e4:8d:8c:c4:f6:e6 as associated
12-15 10:40:24.621   289   289 D wifi2agps: scan result, found 6 APs
12-15 10:40:24.621   289   289 D agps    : [WIFI2AGPS] wifi2agps_scanned
12-15 10:40:24.628  3932  3958 I MicroRecognitionRunner: Detection finished
12-15 10:40:24.639  1066  1066 D wpa_supplicant: wlan0: BSS: Start scan result update 2
12-15 10:40:24.639  1066  1066 D wpa_supplicant: BSS: last_scan_res_used=6/32
12-15 10:40:24.639  1066  1066 D wpa_supplicant: wlan0: Scan-only results received
12-15 10:40:24.641  1066  1066 D wpa_supplicant: CTRL-DEBUG: ctrl_sock-sendmsg: sock=8 sndbuf=163840 outq=0 send_len=24
12-15 10:40:24.641  1066  1066 D wpa_supplicant: CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_532-2\x00
12-15 10:40:24.641  1066  1066 D wpa_supplicant: wlan0: Radio work 'scan'@0xb63a0150 done in 3.976593 seconds
12-15 10:40:24.641  1066  1066 D wpa_supplicant: wlan0: radio_work_free('scan'@0xb63a0150: num_active_works --> 0
12-15 10:40:25.317    87    87 W         : (0)[87:hps_main][Power/hotplug] mt_smp_boot_secondary, cpu: 2
12-15 10:40:25.317     0     0 W -(2)[0:swapper/2]CPU2: Booted secondary processor
12-15 10:40:25.317     0     0 W         : -(2)[0:swapper/2][Power/hotplug] platform_secondary_init, cpu: 2
12-15 10:40:25.317     0     0 I -(2)[0:swapper/2]CPU2: update cpu_capacity 1024
12-15 10:40:25.317     0     0 I -(2)[0:swapper/2]CPU2: thread -1, cpu 2, socket 0, mpidr 80000002
12-15 10:40:25.318    87    87 W         : (1)[87:hps_main][Power/hotplug] mt_smp_boot_secondary, cpu: 3
12-15 10:40:25.318     0     0 W -(3)[0:swapper/3]CPU3: Booted secondary processor
12-15 10:40:25.318     0     0 W         : -(3)[0:swapper/3][Power/hotplug] platform_secondary_init, cpu: 3
12-15 10:40:25.318     0     0 I -(3)[0:swapper/3]CPU3: update cpu_capacity 1024
12-15 10:40:25.318     0     0 I -(3)[0:swapper/3]CPU3: thread -1, cpu 3, socket 0, mpidr 80000003
12-15 10:40:25.319    87    87 W         : (2)[87:hps_main][HPS] (0020)(2)action end(198)(972)(0)(0) (4)(4)(4)(4)(1) (0)(0)(0) (0)(0)(0) (1)(972)(1)(0)(972) wifi_base(0)
12-15 10:40:24.652  1066  1066 D wpa_supplicant: CTRL-DEBUG: global_ctrl_sock-sendto: sock=8 sndbuf=163840 outq=0 send_len=3327
12-15 10:40:24.676   288   322 D agps    : [agps][n][WIFI] wifi_scanned  count=3 timestamp=125119 num=6
12-15 10:40:24.689  1066  1066 D wpa_supplicant: CTRL-DEBUG: global_ctrl_sock-sendto: sock=8 sndbuf=163840 outq=0 send_len=3327
